farm_id,month,crop_yield_kg,fertilizer_used_kg,pesticide_cost,revenue_generated,yield_category,zone,crop_type,acreage,soil_type,installed_guardneer,install_date,farmer_name,farmer_phone,govt_subsidy_eligible,ph_level,salinity_ppm,EC,moisture_percent,organic_matter_percent,yield_per_acre,guardneer_effectiveness_score,profit_per_acre,liters_per_day_per_acre,irrigation_need_gap,reliability_score,soil_health_index
FARM_1269,2024-05-01,1739,8.2,506.19,17118.76,Medium,Jalgoan,Tomato,2.0,Sandy,Yes,2024-02-03,Farmer_1269,9116992082,Yes,7.17,887,831,21.0,3.94,869.5,0.9660627775673504,8559.38,1499.4615384615386,1.0769230769230769,90.99978021978022,-226.518
FARM_1269,2024-06-01,2053,9.1,567.65,24555.14,Medium,Jalgoan,Tomato,2.0,Sandy,Yes,2024-02-03,Farmer_1269,9116992082,Yes,6.56,680,982,17.7,2.33,1026.5,1.1404984947359231,12277.57,1499.4615384615386,1.0769230769230769,90.99978021978022,-166.22099999999998
FARM_1270,2024-01-01,10598,14.4,235.01,124461.71,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,6.96,242,866,20.4,2.9,1103.9583333333337,1.0037493588270552,12964.761458333334,2199.7269917582416,2.620879120879121,89.76546703296704,-33.57
FARM_1270,2024-02-01,10736,19.1,745.92,70793.93,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,6.88,600,1165,26.8,3.25,1118.3333333333337,1.0168195052243123,7374.367708333333,2199.7269917582416,2.620879120879121,89.76546703296704,-138.305
FARM_1270,2024-03-01,10503,14.2,366.24,106865.96,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,7.1,350,883,21.8,1.83,1094.0625,0.9947517942782184,11131.870833333334,2199.7269917582416,2.620879120879121,89.76546703296704,-65.731
FARM_1270,2024-04-01,10507,14.5,214.13,109948.86,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,7.12,164,783,26.7,2.53,1094.4791666666667,0.9951306391013274,11453.00625,2199.7269917582416,2.620879120879121,89.76546703296704,-7.760999999999999
FARM_1270,2024-05-01,10606,12.3,470.9,64388.01,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,6.82,560,834,20.2,2.89,1104.7916666666667,1.004507048473273,6707.084375,2199.7269917582416,2.620879120879121,89.76546703296704,-129.053
FARM_1270,2024-06-01,10515,19.9,689.6,89760.05,Medium,Pune,Banana,9.6,Sandy,Yes,2024-03-26,Farmer_1270,9053037609,No,6.82,770,847,21.8,2.8,1095.3125,0.9958883287475452,9350.005208333334,2199.7269917582416,2.620879120879121,89.76546703296704,-191.44
FARM_1271,2024-01-01,1453,11.4,990.62,17004.87,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,6.27,556,951,19.1,3.87,968.6666666666666,1.0211190529821184,11336.58,1799.6043956043957,0.5934065934065934,90.03851648351647,-127.99899999999997
FARM_1271,2024-02-01,1366,16.8,976.86,9061.78,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,6.83,687,1046,25.8,1.62,910.6666666666666,0.9599784076900024,6041.186666666667,1799.6043956043957,0.5934065934065934,90.03851648351647,-165.294
FARM_1271,2024-03-01,1329,8.9,977.78,8452.23,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,7.2,615,869,16.7,2.7,886.0,0.9339760642899072,5634.82,1799.6043956043957,0.5934065934065934,90.03851648351647,-147.01
FARM_1271,2024-04-01,1339,18.3,814.53,11053.72,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,6.82,482,952,26.3,1.65,892.6666666666666,0.9410037246683114,7369.146666666666,1799.6043956043957,0.5934065934065934,90.03851648351647,-103.585
FARM_1271,2024-05-01,1422,13.5,668.23,15118.36,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,6.86,489,939,18.3,1.74,948.0,0.9993333058090657,10078.906666666668,1799.6043956043957,0.5934065934065934,90.03851648351647,-108.85799999999999
FARM_1271,2024-06-01,1280,12.5,328.29,13824.38,Medium,Mumbai,Soybean,1.5,Sandy,Yes,2024-01-31,Farmer_1271,9851262242,Yes,7.11,662,1043,17.4,2.89,853.3333333333334,0.8995405284357272,9216.253333333332,1799.6043956043957,0.5934065934065934,90.03851648351647,-160.773
FARM_1272,2024-01-01,3391,17.2,947.31,38961.8,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,6.93,538,639,27.2,3.38,916.4864864864865,,10530.216216216217,1805.6979506979505,-21.082417582417584,,-119.50600000000001
FARM_1272,2024-02-01,3418,9.6,602.53,22412.58,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,7.15,451,881,29.8,2.73,923.7837837837836,,6057.454054054054,1805.6979506979505,-21.082417582417584,,-92.56099999999999
FARM_1272,2024-03-01,3534,19.6,758.11,23769.79,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,7.04,598,823,21.3,1.74,955.1351351351352,,6424.267567567567,1805.6979506979505,-21.082417582417584,,-140.358
FARM_1272,2024-04-01,3500,13.8,853.28,33022.02,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,7.33,762,687,26.4,2.07,945.945945945946,,8924.870270270269,1805.6979506979505,-21.082417582417584,,-187.41899999999998
FARM_1272,2024-05-01,3498,18.4,621.62,35802.1,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,6.57,699,752,25.0,2.32,945.4054054054052,,9676.243243243242,1805.6979506979505,-21.082417582417584,,-169.004
FARM_1272,2024-06-01,3496,12.5,625.99,41471.72,Medium,Pune,Soybean,3.7,Sandy,No,2024-03-27,Farmer_1272,9244800843,No,7.12,417,994,24.5,2.54,944.8648648648648,,11208.572972972972,1805.6979506979505,-21.082417582417584,,-84.538
FARM_1273,2024-01-01,4561,10.1,297.39,48811.1,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,6.98,892,686,20.1,3.09,1232.7027027027027,1.0282325818985798,13192.189189189188,2494.939114939115,18.725274725274726,87.56032967032966,-228.633
FARM_1273,2024-02-01,4321,18.1,734.65,30027.39,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,6.87,495,949,25.0,1.95,1167.8378378378377,0.9741269428598472,8115.510810810811,2494.939114939115,18.725274725274726,87.56032967032966,-107.915
FARM_1273,2024-03-01,4468,11.5,855.09,34473.41,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,7.05,372,1043,29.3,1.87,1207.5675675675675,1.007266646771071,9317.137837837838,2494.939114939115,18.725274725274726,87.56032967032966,-69.31899999999999
FARM_1273,2024-04-01,4422,19.3,931.56,27679.86,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,6.62,715,875,17.6,2.42,1195.135135135135,0.996896399288647,7481.043243243243,2494.939114939115,18.725274725274726,87.56032967032966,-176.734
FARM_1273,2024-05-01,4378,10.6,567.88,41406.73,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,7.1,469,1091,23.1,3.37,1183.2432432432431,0.986977032131546,11191.008108108108,2494.939114939115,18.725274725274726,87.56032967032966,-100.44900000000001
FARM_1273,2024-06-01,4490,11.9,660.31,31537.54,Medium,Satara,Sugarcane,3.7,Sandy,Yes,2024-01-19,Farmer_1273,9185843647,No,7.37,539,790,29.1,3.58,1213.5135135135135,1.0122263303496215,8523.659459459459,2494.939114939115,18.725274725274726,87.56032967032966,-118.98599999999999
FARM_1274,2024-01-01,3905,14.2,751.72,38655.33,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,6.89,637,937,26.0,3.95,1001.2820512820512,1.002536095803182,9911.623076923075,1998.0092983939137,7.763736263736264,89.34637362637363,-149.515
FARM_1274,2024-02-01,3863,18.8,567.57,23371.99,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,7.37,603,569,26.3,2.58,990.5128205128206,0.9917533772311634,5992.81794871795,1998.0092983939137,7.763736263736264,89.34637362637363,-139.606
FARM_1274,2024-03-01,4045,14.3,751.44,32123.38,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,6.53,710,771,18.0,1.56,1037.1794871794873,1.0384784910432452,8236.764102564102,1998.0092983939137,7.763736263736264,89.34637362637363,-175.33200000000002
FARM_1274,2024-04-01,4008,9.8,731.64,29944.24,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,6.73,659,1162,18.1,3.7,1027.6923076923076,1.0289794294440855,7678.010256410257,1998.0092983939137,7.763736263736264,89.34637362637363,-159.34999999999997
FARM_1274,2024-05-01,3841,13.7,678.76,23724.79,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,6.61,585,583,20.6,2.74,984.8717948717948,0.986105286550582,6083.279487179488,1998.0092983939137,7.763736263736264,89.34637362637363,-136.438
FARM_1274,2024-06-01,3594,19.9,773.05,30737.06,Medium,Nashik,Wheat,3.9,Loamy,Yes,2024-03-08,Farmer_1274,9714972625,Yes,6.91,808,602,29.0,2.37,921.5384615384615,0.9226926320913282,7881.297435897436,1998.0092983939137,7.763736263736264,89.34637362637363,-200.089
FARM_1275,2024-01-01,2879,10.8,503.96,27516.15,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,7.39,481,348,27.2,3.73,1151.6,0.9605824978871512,11006.46,2495.531868131868,11.17032967032967,90.71747252747254,-102.301
FARM_1275,2024-02-01,3113,16.1,716.14,34802.07,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,7.32,412,921,22.0,2.76,1245.2,1.0386569350200423,13920.828,2495.531868131868,11.17032967032967,90.71747252747254,-83.972
FARM_1275,2024-03-01,3059,9.2,638.35,29071.97,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,6.52,530,333,18.1,3.76,1223.6,1.0206397572201442,11628.788,2495.531868131868,11.17032967032967,90.71747252747254,-120.632
FARM_1275,2024-04-01,2876,10.6,513.35,31530.04,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,6.6,645,939,21.0,2.43,1150.4,0.9595815435649347,12612.016,2495.531868131868,11.17032967032967,90.71747252747254,-154.37099999999998
FARM_1275,2024-05-01,2978,19.2,603.29,30824.69,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,7.23,828,656,24.3,3.75,1191.2,0.9936139905202974,12329.876,2495.531868131868,11.17032967032967,90.71747252747254,-207.555
FARM_1275,2024-06-01,2886,17.9,363.02,21094.65,Medium,Mumbai,Sugarcane,2.5,Black,Yes,2024-01-24,Farmer_1275,9155740780,No,7.08,562,721,22.6,3.22,1154.4,0.9629180579723232,8437.86,2495.531868131868,11.17032967032967,90.71747252747254,-128.594
FARM_1276,2024-01-01,7279,8.7,458.0,61079.51,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,7.12,648,687,17.3,1.94,909.875,1.0109216443232811,7634.93875,1499.7637362637363,1.89010989010989,90.72354395604397,-156.89800000000002
FARM_1276,2024-02-01,7281,17.9,537.49,84136.13,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,7.02,647,666,24.4,2.0,910.125,1.011199408204123,10517.01625,1499.7637362637363,1.89010989010989,90.72354395604397,-153.74
FARM_1276,2024-03-01,7095,8.8,658.51,57967.78,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,6.84,548,464,27.5,3.36,886.875,0.9853673672858468,7245.9725,1499.7637362637363,1.89010989010989,90.72354395604397,-122.39200000000001
FARM_1276,2024-04-01,7361,12.2,750.17,64643.1,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,7.29,658,546,16.2,3.15,920.125,1.02230996343779,8080.3875,1499.7637362637363,1.89010989010989,90.72354395604397,-159.97500000000002
FARM_1276,2024-05-01,7141,9.8,569.08,83593.08,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,6.71,675,1181,22.2,3.88,892.625,0.9917559365452054,10449.135,1499.7637362637363,1.89010989010989,90.72354395604397,-162.45600000000002
FARM_1276,2024-06-01,7344,17.6,364.6,61306.27,Medium,Pune,Tomato,8.0,Sandy,Yes,2024-03-24,Farmer_1276,9453143652,Yes,7.45,567,669,28.2,2.47,918.0,1.0199489704506357,7663.28375,1499.7637362637363,1.89010989010989,90.72354395604397,-128.07899999999998
FARM_1277,2024-01-01,2014,14.9,528.59,13049.16,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,7.55,477,450,24.4,2.89,959.047619047619,0.9602487675258428,6213.885714285714,1988.7807430664573,23.560439560439562,89.80431318681319,-102.47299999999998
FARM_1277,2024-02-01,2011,15.6,279.26,19383.0,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,6.84,796,1107,18.8,2.12,957.6190476190476,0.9588184068989424,9230.0,1988.7807430664573,23.560439560439562,89.80431318681319,-200.64399999999998
FARM_1277,2024-03-01,1832,8.8,711.38,15733.07,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,6.6,500,1032,18.2,3.71,872.3809523809523,0.8734735561605482,7491.938095238095,1988.7807430664573,23.560439560439562,89.80431318681319,-111.607
FARM_1277,2024-04-01,2395,12.9,677.16,23081.78,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,7.49,439,827,18.2,2.85,1140.4761904761904,1.1419045671422017,10991.323809523808,1988.7807430664573,23.560439560439562,89.80431318681319,-93.565
FARM_1277,2024-05-01,2175,14.9,806.1,22714.93,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,7.28,536,1022,16.5,3.17,1035.7142857142858,1.0370114545028344,10816.633333333331,1988.7807430664573,23.560439560439562,89.80431318681319,-123.249
FARM_1277,2024-06-01,1988,18.2,501.45,16043.92,Medium,Jalgoan,Wheat,2.1,Loamy,Yes,2024-02-08,Farmer_1277,9834276676,No,7.0,548,978,17.0,2.64,946.6666666666666,0.9478523087593722,7639.961904761904,1988.7807430664573,23.560439560439562,89.80431318681319,-126.808
FARM_1278,2024-01-01,5978,13.5,355.46,68645.64,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,7.03,657,1124,15.6,2.61,892.2388059701492,,10245.61791044776,1494.1233393472198,39.37362637362637,,-160.077
FARM_1278,2024-02-01,6094,12.9,369.99,61866.78,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,7.35,565,745,27.3,3.14,909.55223880597,,9233.847761194029,1494.1233393472198,39.37362637362637,,-127.63799999999999
FARM_1278,2024-03-01,6174,12.1,845.8,70269.61,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,7.37,538,747,21.4,2.46,921.4925373134328,,10488.001492537313,1494.1233393472198,39.37362637362637,,-122.102
FARM_1278,2024-04-01,5913,17.5,878.8,39092.53,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,6.87,594,925,27.9,3.72,882.5373134328358,,5834.7059701492535,1494.1233393472198,39.37362637362637,,-135.92399999999998
FARM_1278,2024-05-01,6049,18.4,747.55,43619.86,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,7.15,482,751,28.1,2.23,902.8358208955224,,6510.426865671641,1494.1233393472198,39.37362637362637,,-102.69099999999999
FARM_1278,2024-06-01,6097,15.3,272.76,62032.94,Medium,Mumbai,Tomato,6.7,Clay,No,2024-02-23,Farmer_1278,9221043102,No,6.92,403,620,18.0,2.59,910.0,,9258.64776119403,1494.1233393472198,39.37362637362637,,-82.92299999999999
FARM_1279,2024-01-01,2199,19.8,920.87,24983.42,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,6.43,375,801,15.5,1.95,1047.142857142857,0.9520911611617044,11896.866666666663,2202.8859236002095,-6.06043956043956,91.12881868131868,-75.715
FARM_1279,2024-02-01,2281,17.5,753.58,22651.42,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,7.19,697,1167,29.3,3.24,1086.190476190476,0.9875943331559108,10786.390476190474,2202.8859236002095,-6.06043956043956,91.12881868131868,-166.408
FARM_1279,2024-03-01,2343,19.1,642.47,20350.96,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,6.92,569,1266,17.5,3.0,1115.7142857142858,1.0144381949076278,9690.933333333332,2202.8859236002095,-6.06043956043956,91.12881868131868,-132.79999999999998
FARM_1279,2024-04-01,2361,19.6,571.3,23251.0,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,7.08,661,981,25.0,3.47,1124.2857142857142,1.022231574125868,11071.90476190476,2202.8859236002095,-6.06043956043956,91.12881868131868,-157.259
FARM_1279,2024-05-01,2455,16.6,699.72,22309.51,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,6.96,574,835,24.9,3.23,1169.047619047619,1.062930332265568,10623.57619047619,2202.8859236002095,-6.06043956043956,91.12881868131868,-131.271
FARM_1279,2024-06-01,2174,11.6,715.08,24893.55,Medium,Mumbai,Banana,2.1,Sandy,Yes,2024-02-08,Farmer_1279,9519662084,Yes,7.03,712,1255,22.3,2.55,1035.2380952380952,0.9412670233585928,11854.071428571428,2202.8859236002095,-6.06043956043956,91.12881868131868,-173.91500000000002
FARM_1280,2024-01-01,1477,15.0,569.39,15883.74,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,7.0,499,664,30.0,3.44,923.125,1.02564313000789,9927.3375,1503.5267857142858,-5.642857142857143,87.08065934065934,-106.66799999999999
FARM_1280,2024-02-01,1453,9.9,505.07,12782.98,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,6.48,553,1028,18.6,3.42,908.125,1.0089772971573894,7989.362499999999,1503.5267857142858,-5.642857142857143,87.08065934065934,-127.43400000000001
FARM_1280,2024-03-01,1347,8.9,358.39,10793.48,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,7.07,803,545,22.8,3.97,841.875,0.9353698687343452,6745.924999999999,1503.5267857142858,-5.642857142857143,87.08065934065934,-200.589
FARM_1280,2024-04-01,1295,17.6,346.0,10463.4,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,6.95,727,550,25.4,2.03,809.375,0.8992605642249272,6539.624999999999,1503.5267857142858,-5.642857142857143,87.08065934065934,-177.331
FARM_1280,2024-05-01,1449,15.3,892.41,15815.39,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,6.49,721,939,27.4,2.0,905.625,1.0061996583489723,9884.61875,1503.5267857142858,-5.642857142857143,87.08065934065934,-174.73999999999998
FARM_1280,2024-06-01,1368,11.4,309.56,9489.13,Medium,Pune,Tomato,1.6,Clay,Yes,2024-01-17,Farmer_1280,9179939642,Yes,7.22,424,767,16.4,2.79,855.0,0.9499524724785332,5930.706249999999,1503.5267857142858,-5.642857142857143,87.08065934065934,-89.803
FARM_1281,2024-01-01,10120,8.5,309.42,90217.78,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,7.07,428,903,28.6,1.89,1100.0,1.0001503330075203,9806.28043478261,2198.0715480172007,17.74175824175824,89.52436813186813,-86.393
FARM_1281,2024-02-01,10122,10.5,842.93,95544.62,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,7.52,411,845,28.1,3.83,1100.217391304348,1.000347991176099,10385.284782608696,2198.0715480172007,17.74175824175824,89.52436813186813,-80.911
FARM_1281,2024-03-01,10044,11.1,671.52,103471.48,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,6.51,475,990,25.2,3.7,1091.7391304347827,0.9926393226015352,11246.9,2198.0715480172007,17.74175824175824,89.52436813186813,-101.31
FARM_1281,2024-04-01,10347,12.5,603.95,114211.26,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,6.87,590,644,25.1,3.74,1124.6739130434785,1.022584535141187,12414.267391304347,2198.0715480172007,17.74175824175824,89.52436813186813,-135.838
FARM_1281,2024-05-01,10134,12.2,762.24,61947.74,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,6.54,455,296,17.2,2.49,1101.521739130435,1.0015339401875705,6733.450000000001,2198.0715480172007,17.74175824175824,89.52436813186813,-98.873
FARM_1281,2024-06-01,10003,16.0,282.32,63905.23,Medium,Mumbai,Banana,9.2,Sandy,Yes,2024-01-19,Farmer_1281,9971043968,No,6.59,475,1128,19.6,3.45,1087.2826086956522,0.9885873301456746,6946.220652173914,2198.0715480172007,17.74175824175824,89.52436813186813,-103.625
FARM_1282,2024-01-01,3054,18.7,615.72,28036.17,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,7.24,782,973,25.2,3.4,1131.111111111111,1.0284374131329856,10383.766666666665,2200.046805046805,-0.12637362637362637,87.75804945054945,-193.49999999999997
FARM_1282,2024-02-01,3105,16.5,458.72,19317.68,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,7.09,418,812,27.0,2.39,1150.0,1.0456117117805894,7154.696296296296,2200.046805046805,-0.12637362637362637,87.75804945054945,-83.883
FARM_1282,2024-03-01,2895,12.0,954.77,31350.12,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,6.83,487,1055,21.7,3.07,1072.2222222222222,0.9748940114669264,11611.155555555555,2200.046805046805,-0.12637362637362637,87.75804945054945,-106.49899999999998
FARM_1282,2024-04-01,2893,19.2,998.89,24887.54,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,7.08,522,1074,24.8,2.38,1071.4814814814815,0.9742205095591772,9217.607407407408,2200.046805046805,-0.12637362637362637,87.75804945054945,-115.966
FARM_1282,2024-05-01,3002,18.6,572.59,27115.25,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,6.64,691,481,24.0,2.57,1111.8518518518515,1.010926363531507,10042.685185185184,2200.046805046805,-0.12637362637362637,87.75804945054945,-166.929
FARM_1282,2024-06-01,2821,9.6,536.36,23476.27,Medium,Jalgoan,Banana,2.7,Loamy,Yes,2024-02-17,Farmer_1282,9507132514,No,7.01,439,684,17.7,3.46,1044.8148148148148,0.949974440880207,8694.914814814814,2200.046805046805,-0.12637362637362637,87.75804945054945,-93.58200000000001
FARM_1283,2024-01-01,7640,8.7,977.72,46218.03,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,7.21,493,692,17.5,3.73,909.5238095238096,,5502.146428571428,1499.494374672946,4.247252747252747,,-109.78099999999999
FARM_1283,2024-02-01,7529,19.3,638.44,76906.26,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,6.99,417,929,25.6,3.56,896.3095238095237,,9155.507142857145,1499.494374672946,4.247252747252747,,-83.79199999999999
FARM_1283,2024-03-01,7613,18.6,311.58,51482.83,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,7.19,311,757,21.0,3.38,906.3095238095236,,6128.908333333333,1499.494374672946,4.247252747252747,,-53.885999999999996
FARM_1283,2024-04-01,7452,11.6,329.38,49659.2,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,6.93,254,649,20.5,2.65,887.1428571428571,,5911.809523809523,1499.494374672946,4.247252747252747,,-37.20499999999999
FARM_1283,2024-05-01,7453,16.0,889.54,73875.24,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,7.29,364,939,21.7,3.43,887.2619047619047,,8794.67142857143,1499.494374672946,4.247252747252747,,-69.49100000000001
FARM_1283,2024-06-01,7626,9.4,658.86,63766.87,Medium,Mumbai,Tomato,8.4,Loamy,No,2024-02-04,Farmer_1283,9821185120,No,6.67,528,955,25.2,1.97,907.8571428571428,,7591.294047619048,1499.494374672946,4.247252747252747,,-117.72900000000001
FARM_1284,2024-01-01,5180,19.2,794.01,35240.02,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,6.86,510,832,28.8,2.16,877.9661016949152,0.9754690866168702,5972.884745762711,1504.8062953995156,-28.357142857142858,89.16189560439561,-110.83200000000001
FARM_1284,2024-02-01,5197,13.7,454.58,61676.07,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,6.67,253,1068,20.0,2.93,880.8474576271186,0.97867043304013,10453.571186440677,1504.8062953995156,-28.357142857142858,89.16189560439561,-37.021
FARM_1284,2024-03-01,5423,13.8,370.48,54026.49,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,6.4,726,1002,24.0,2.55,919.1525423728812,1.0212295090199397,9157.03220338983,1504.8062953995156,-28.357142857142858,89.16189560439561,-177.435
FARM_1284,2024-04-01,5141,12.0,722.97,42681.04,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,7.19,486,897,26.4,2.85,871.3559322033898,0.9681248212929208,7234.074576271186,1504.8062953995156,-28.357142857142858,89.16189560439561,-104.38499999999999
FARM_1284,2024-05-01,5413,14.1,763.79,47449.24,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,7.04,662,834,15.9,3.36,917.457627118644,1.0193463640650806,8042.24406779661,1504.8062953995156,-28.357142857142858,89.16189560439561,-161.23199999999997
FARM_1284,2024-06-01,5433,9.4,345.69,40616.88,Medium,Jalgoan,Tomato,5.9,Loamy,Yes,2024-02-01,Farmer_1284,9111623148,No,6.64,252,856,29.5,3.85,920.8474576271186,1.0231126539747983,6884.216949152542,1504.8062953995156,-28.357142857142858,89.16189560439561,-32.644999999999996
FARM_1285,2024-01-01,1885,12.4,274.82,20583.73,Medium,Pune,Banana,1.7,Black,Yes,2024-02-16,Farmer_1285,9867442502,Yes,6.58,652,879,25.5,2.23,1108.8235294117646,1.0081729292615913,12108.076470588236,2196.952165481577,5.181318681318682,90.1543956043956,-154.731
